avg_burst_time,arrival_rate,cpu_io_ratio,priority_variance,queue_length,throughput_req,best_scheduler
2,9,0.6437493483477944,4,24,medium,Priority
4,28,0.5536614811135075,8,39,medium,Priority
4,25,0.6176084997715483,3,5,low,RR
19,22,0.5077527085643668,4,42,low,RR
4,4,0.18385897186278902,4,22,medium,SJF
16,9,0.4275746739823144,2,25,high,RR
15,7,0.19663407971761404,5,21,high,FCFS
19,9,0.4804860042235104,1,41,medium,FCFS
16,13,0.5246247840033528,1,39,medium,RR
7,26,0.31119770147733483,4,6,high,RR
9,19,0.8727468108649449,2,20,low,RR
7,14,0.4956145804682578,3,9,low,RR
10,10,0.9489924175198547,5,48,medium,RR
9,17,0.3205252787178184,4,22,low,RR
18,14,0.42331423549107233,6,46,low,RR
15,29,0.37761383577597657,2,48,high,RR
16,11,0.6812590396852457,3,47,medium,RR
13,10,0.9082026852712528,4,29,low,RR
6,13,0.33572534535093057,1,32,low,SJF
8,11,0.7913178841554178,5,9,high,RR
13,9,0.14210238915642875,1,7,medium,RR
18,12,0.7945198578227236,9,34,low,Priority
2,3,0.656458591362899,9,17,high,FCFS
12,3,0.839446733183186,9,6,low,Priority
9,12,0.20846752319416487,2,36,medium,RR
13,14,0.525636569528429,8,47,high,Priority
2,5,0.5526775277128706,6,7,low,RR
3,26,0.6616071546206795,8,11,high,Priority
17,10,0.8141738074709834,4,6,high,RR
7,2,0.4678202355616387,5,40,medium,RR
12,22,0.3460058141216227,2,48,high,Priority
8,2,0.2385408215862541,9,25,low,Priority
19,5,0.41403034250172954,8,23,high,FCFS
8,26,0.4754074109849047,3,47,low,RR
7,28,0.7523696740286964,3,41,high,RR
1,15,0.9790177984553946,7,30,low,Priority
10,28,0.1566730002553652,1,30,low,SJF
15,13,0.1312965272259067,7,37,high,Priority
18,18,0.14823565476528025,7,37,medium,Priority
16,1,0.22080943960331492,2,10,medium,RR
18,5,0.10164109822612401,2,30,low,RR
8,28,0.27551424721045575,7,33,medium,Priority
6,14,0.402301514181654,6,30,high,SJF
12,3,0.6632002181075464,3,26,high,FCFS
8,18,0.9189700776637932,5,45,medium,FCFS
9,15,0.5187751941469638,9,17,medium,Priority
19,26,0.4862286326192753,6,7,high,RR
10,24,0.8595835462129824,7,23,high,Priority
18,7,0.3626400676813541,5,8,high,FCFS
4,5,0.9712434524435412,2,16,low,RR
9,2,0.12289350943443046,8,39,medium,Priority
4,11,0.6996735150451671,3,19,high,RR
10,9,0.11418683601808201,1,36,high,RR
2,24,0.1010351954841461,6,35,high,SJF
8,26,0.9663350018633704,9,5,low,Priority
3,22,0.37704734311765614,9,42,high,SJF
1,21,0.8555083259060864,6,49,low,RR
17,27,0.17190434963423015,4,7,high,RR
12,2,0.2786739904470403,6,27,medium,RR
5,9,0.942810144615112,5,39,high,RR
17,2,0.571086280488459,1,43,medium,RR
14,5,0.969918283585133,7,6,low,Priority
3,2,0.6910432532019346,5,9,low,RR
6,20,0.7110292783779298,2,36,medium,RR
6,9,0.22939789046174983,1,5,high,SJF
5,13,0.28063013301180806,9,39,medium,SJF
5,3,0.6610307675354277,9,6,low,Priority
5,24,0.7458936308897444,1,11,medium,RR
16,18,0.34107235336312625,7,29,medium,Priority
16,15,0.5089908445722738,8,27,medium,Priority
13,28,0.4107258618901809,2,19,low,RR
5,22,0.3686469862869604,8,22,low,SJF
18,7,0.47567304687580064,5,20,high,FCFS
18,29,0.7679334622862667,1,37,low,RR
17,23,0.5785951514008103,1,18,low,RR
19,21,0.5292723473930804,2,27,medium,RR
14,1,0.8388844261426073,2,13,low,RR
17,19,0.2999166277675168,3,41,medium,RR
4,10,0.3123917844332133,5,16,high,SJF
16,26,0.2474759446452771,1,20,high,RR
16,3,0.5594197530878952,8,15,high,FCFS
17,21,0.9647573699752234,4,21,low,RR
6,24,0.35416105922097224,9,7,low,SJF
6,3,0.5402410564936437,7,37,high,FCFS
1,5,0.28334489924889467,2,19,low,SJF
14,26,0.8937933456574275,8,35,low,Priority
10,17,0.5560061612723582,4,27,low,RR
18,14,0.32607907175862133,9,39,medium,Priority
10,22,0.15378217816497633,5,33,high,RR
11,10,0.8181989158251107,7,40,medium,Priority
19,12,0.6331708772762057,5,41,high,RR
18,11,0.17942934499741542,2,24,high,RR
4,22,0.9188498729929996,7,30,high,Priority
11,28,0.42382401126947866,8,33,high,Priority
5,18,0.24008181560557837,2,18,medium,SJF
10,3,0.9843742771643093,3,43,medium,RR
11,7,0.2757904971238113,3,26,low,RR
12,18,0.7587068639358718,5,8,medium,RR
8,9,0.2764255128033801,3,41,low,FCFS
18,1,0.5113519260730739,1,21,high,FCFS
2,6,0.5840861950093373,3,16,low,RR
2,2,0.7522171160441765,1,36,high,FCFS
14,12,0.3111357482951936,6,28,medium,RR
18,24,0.7095035040612947,8,41,medium,Priority
8,15,0.10499646302688449,6,28,low,RR
18,12,0.17812768587040692,8,11,high,Priority
2,11,0.696567444401502,3,33,medium,RR
18,14,0.47203924343288833,8,12,medium,Priority
13,21,0.46096485872265,4,9,low,RR
17,2,0.24003670531058374,7,30,low,Priority
5,2,0.4184644093498848,8,32,high,FCFS
7,28,0.14546786655553,5,42,medium,RR
18,12,0.4635812709129032,7,42,low,Priority
3,12,0.25396253796845797,4,23,high,RR
8,3,0.44057414301743264,7,12,medium,Priority
2,10,0.750523047815355,9,22,low,Priority
16,13,0.8051342946912291,4,18,low,RR
19,7,0.2579630861590468,8,14,high,FCFS
4,19,0.12545919315665954,5,18,low,SJF
16,10,0.5147803856514399,6,7,low,RR
9,18,0.8403960997879253,2,16,medium,RR
6,11,0.40430744237944016,2,13,high,SJF
2,29,0.6052846707820669,2,48,high,RR
8,5,0.6532619076106562,1,10,high,FCFS
8,13,0.6044590384962049,1,47,low,RR
8,5,0.1795083090362093,8,46,medium,Priority
9,24,0.7592730801880261,2,12,high,RR
18,25,0.36584726680150187,7,29,medium,Priority
14,21,0.798259612361575,8,43,high,Priority
3,17,0.2641887736182755,8,41,high,SJF
8,1,0.56051194545756,1,37,high,Priority
14,20,0.7541862060725497,9,37,low,Priority
13,21,0.3650556829230569,5,14,medium,RR
19,25,0.41628211435682044,4,12,medium,RR
9,17,0.37935164915461067,9,29,high,Priority
4,7,0.4639465260527105,7,43,low,SJF
4,29,0.356644657829341,8,39,low,SJF
6,11,0.830607117253567,4,20,high,RR
11,24,0.6224635592682721,7,16,high,FCFS
7,10,0.4897413291580274,8,14,low,Priority
2,13,0.3813930444332537,7,40,low,SJF
12,17,0.5748604745179441,2,33,high,RR
15,8,0.5523254773009894,4,47,low,RR
9,23,0.9372385329196473,9,17,high,SJF
13,5,0.9548897306494607,6,9,low,RR
11,25,0.666434437801718,7,10,medium,Priority
3,13,0.3507693125409252,7,27,medium,SJF
8,17,0.7576270138397144,1,21,medium,RR
12,17,0.6158267489151519,8,27,medium,Priority
17,27,0.8225411071589093,2,23,low,RR
16,19,0.5503565096970146,8,42,medium,Priority
9,4,0.1375090228882272,7,21,high,FCFS
9,7,0.4784943524033054,9,43,medium,Priority
15,6,0.9827228212076694,4,39,medium,RR
6,24,0.48943081606422423,5,22,low,SJF
11,10,0.888729344162343,5,32,medium,Priority
5,23,0.19173321675937394,6,26,high,Priority
19,14,0.6374106248811671,2,38,high,RR
8,1,0.1498461670891876,6,48,medium,RR
18,7,0.1919102999661315,6,28,medium,RR
7,22,0.6381195466310136,3,42,medium,RR
17,12,0.7226383346370249,1,13,high,RR
18,13,0.586036938768359,1,39,high,RR
10,11,0.6777412919285452,9,38,low,Priority
17,8,0.5657011748055373,5,44,high,RR
3,18,0.4369750121256122,3,10,medium,SJF
16,11,0.47949800960599814,1,17,low,RR
10,7,0.4725063937723137,1,40,low,RR
5,20,0.4304259963033701,9,12,high,SJF
10,16,0.9711918919029896,7,37,high,Priority
11,9,0.17512964766535483,4,40,low,RR
13,23,0.4050728372435206,5,44,low,RR
12,2,0.829284346574691,2,43,high,FCFS
11,2,0.28908247971800666,2,20,high,FCFS
13,5,0.99,3,11,medium,RR
8,13,0.8617034920923325,9,15,medium,Priority
7,25,0.3205041346507333,6,47,low,RR
11,7,0.7504741638764479,4,10,low,RR
5,29,0.3302064500093382,7,13,low,SJF
1,1,0.5573318095870466,2,14,high,FCFS
1,1,0.5553743813961662,4,6,high,FCFS
18,9,0.7131287134277178,1,33,low,RR
17,22,0.6300903488824809,2,27,low,RR
4,4,0.8172908170854616,5,16,medium,RR
5,23,0.4698444783703731,7,44,low,SJF
14,24,0.8768708017984528,5,20,medium,RR
16,24,0.3354902119742357,8,29,high,Priority
19,1,0.9178573002231166,6,13,medium,RR
14,17,0.5194316859622813,1,9,medium,RR
13,27,0.4181338014774479,8,7,high,Priority
19,17,0.774757136060531,1,44,low,RR
11,25,0.5820553578740517,6,40,high,Priority
13,5,0.11815882187532045,6,26,low,RR
15,26,0.28067270553735674,8,42,low,Priority
6,22,0.7862430884954102,1,39,medium,RR
12,6,0.7211009978147246,2,44,high,FCFS
11,4,0.22794116392527586,1,18,medium,FCFS
9,26,0.16435823104998137,9,35,high,Priority
9,10,0.501468726425217,6,19,high,RR
11,6,0.9156591405270296,4,32,medium,RR
6,15,0.8992535398069048,2,11,high,RR
18,18,0.4007139199668964,8,6,medium,RR
11,26,0.23089967297897496,5,14,low,RR
2,24,0.4881529086755535,2,24,low,SJF
4,12,0.7710567509892083,2,5,medium,RR
1,24,0.8179395169610816,5,14,high,RR
13,16,0.6701649285274438,8,30,medium,Priority
16,6,0.6794689083728961,1,15,high,FCFS
3,11,0.5681188478274615,1,43,medium,RR
11,3,0.16757624480992742,3,5,low,RR
10,2,0.3668792520303229,8,43,high,FCFS
9,21,0.5041707391776471,1,5,low,RR
19,4,0.2872957267280986,4,13,low,RR
18,12,0.21065412126301086,7,13,medium,Priority
19,16,0.5074483685425979,7,19,low,Priority
16,1,0.8779465000802104,7,23,medium,Priority
5,29,0.6251177359558729,6,12,low,RR
1,2,0.8153234204524916,4,22,high,FCFS
10,24,0.2395901903666928,5,8,low,RR
13,18,0.8807447844699821,8,6,low,Priority
19,9,0.6096562105533785,9,43,low,Priority
10,1,0.8810608766695474,9,19,high,FCFS
5,9,0.18378950230269253,9,27,high,SJF
12,25,0.272667398722544,6,38,high,RR
9,28,0.15388266603581077,1,10,low,RR
2,9,0.5760729788935632,4,40,low,RR
15,8,0.38793412962741447,5,31,medium,RR
16,22,0.639285233753109,3,45,medium,RR
10,5,0.4979026529516546,2,14,medium,RR
7,18,0.48372910221521975,5,5,high,RR
4,28,0.7667893869338192,7,45,medium,Priority
14,16,0.6024292087706228,7,14,medium,Priority
1,13,0.3720234605146447,1,33,high,SJF
16,13,0.19268375193442466,1,38,low,RR
14,11,0.6668754817840128,3,35,low,RR
15,9,0.4564066305148811,5,17,high,RR
18,5,0.1935837644716054,1,15,low,RR
2,5,0.14920203276734453,4,29,high,FCFS
9,22,0.5286642656481785,2,48,medium,RR
6,18,0.8192088401176412,2,36,medium,RR
16,12,0.9533601183075928,8,17,high,Priority
12,8,0.9223332217526716,5,23,high,RR
6,27,0.6917439374527854,4,24,low,RR
18,25,0.7468167350508589,2,30,medium,RR
9,14,0.27469758368326025,7,8,low,Priority
6,14,0.8545499944309809,7,21,high,Priority
19,17,0.19947154423595242,9,44,high,Priority
7,25,0.2975675201253341,9,23,high,Priority
10,9,0.2801789743873627,9,6,medium,Priority
16,9,0.9381834810044533,3,45,low,RR
2,8,0.34999103309581997,2,42,medium,SJF
8,26,0.3556462419016437,9,5,low,Priority
10,23,0.5860568562560213,6,16,low,RR
17,16,0.5393046151034271,9,7,low,Priority
18,20,0.4522102183095801,2,35,medium,RR
8,10,0.8198473141992604,2,34,low,SJF
19,8,0.13584021030091012,3,7,high,RR
17,4,0.8021244808883329,3,13,medium,RR
12,5,0.15529219671189734,4,39,low,RR
15,14,0.2541024212940356,8,8,high,Priority
12,8,0.20494019062355795,5,24,high,RR
13,29,0.45477116620234437,9,17,medium,Priority
6,10,0.1793776820446635,3,27,high,SJF
17,13,0.145956669305094,5,6,medium,RR
13,26,0.6377189070053062,4,19,low,RR
17,24,0.22395799463592675,2,21,high,RR
8,20,0.11626387383098276,4,20,medium,RR
16,27,0.7078895946496695,1,37,medium,RR
12,15,0.8744396058408308,7,18,medium,Priority
1,13,0.6872786176523157,7,19,medium,Priority
14,6,0.6698431300616994,9,48,high,FCFS
19,2,0.5397016750662841,1,11,low,RR
14,9,0.8422987725563302,7,9,high,Priority
8,16,0.4315952475122964,4,19,low,RR
3,7,0.2539485581854211,4,22,high,FCFS
9,18,0.9093623799457076,1,43,high,RR
1,27,0.6924822649678003,1,9,high,RR
19,25,0.43636982136563185,3,41,high,SJF
12,20,0.3032449106251705,9,45,high,Priority
2,23,0.5450355629741348,5,20,low,RR
13,28,0.16766579723515437,4,21,medium,RR
4,1,0.3731579129398567,3,13,low,RR
8,23,0.5546003175529344,4,37,high,RR
9,10,0.3274081585478408,9,49,high,Priority
12,18,0.99,5,24,low,RR
12,21,0.44159390699335965,9,29,high,Priority
17,14,0.2838572585092263,9,12,low,Priority
5,8,0.9351569763693682,7,13,medium,Priority
18,16,0.8168808808761359,1,30,medium,RR
16,15,0.5500053814039461,8,19,high,Priority
8,2,0.32224077385549316,3,27,low,RR
8,28,0.1242158317681695,5,46,low,RR
1,4,0.6031555500481914,1,30,low,FCFS
7,23,0.3136688254343006,4,19,low,RR
2,28,0.13012912853066508,8,15,high,SJF
15,10,0.19301020818116416,9,32,low,RR
17,12,0.3735205958679223,5,33,medium,FCFS
15,6,0.3464766485890376,6,44,low,RR
14,12,0.981977781497408,6,24,high,RR
7,27,0.6974142499374976,7,31,medium,SJF
5,22,0.17918622670239284,5,41,high,SJF
9,7,0.7305585266005978,7,49,low,Priority
8,12,0.7938215450772841,3,30,medium,RR
1,16,0.15940854190162015,9,48,medium,SJF
7,18,0.5127662199836143,6,34,high,RR
10,11,0.8683212059122604,9,35,high,Priority
9,13,0.7866375670152622,3,37,low,RR
2,25,0.7506459581545315,8,35,medium,Priority
13,21,0.6483575707570775,4,23,low,RR
2,15,0.8327274424232775,6,14,low,RR
2,6,0.47168438431099424,7,13,high,FCFS
6,14,0.34291266084118127,8,17,high,SJF
12,19,0.4299054962540025,3,28,medium,RR
13,28,0.6865779452022204,2,48,medium,RR
17,4,0.4578207199831967,4,15,low,RR
3,15,0.2638980150751174,9,10,medium,SJF
8,3,0.19236347329162884,2,5,low,RR
16,7,0.8872448239437983,4,45,low,RR
19,15,0.9255207452530123,2,22,high,RR
7,10,0.15894182989357897,1,45,high,RR
5,23,0.4917039842461955,3,35,medium,SJF
7,24,0.8957702303085111,7,49,medium,Priority
6,9,0.6361991789983075,5,21,high,RR
15,25,0.9706248862353836,6,32,low,RR
9,10,0.19788421333431194,8,22,high,Priority
16,1,0.4942459915847379,9,36,low,Priority
3,22,0.8822777673517214,9,19,medium,Priority
14,16,0.21326715978838276,2,28,high,RR
5,6,0.15959704666856303,7,19,medium,SJF
1,24,0.38794673720468764,9,5,high,SJF
18,14,0.9098323486382502,1,41,high,RR
16,21,0.5043364485737546,6,5,medium,RR
6,13,0.3971166123804534,6,40,high,SJF
18,20,0.533059794284716,5,40,medium,RR
7,10,0.48471704427759243,2,21,medium,RR
13,1,0.9871855780364436,1,41,low,RR
13,27,0.8742005423388883,5,44,medium,RR
17,16,0.3554581545799098,8,5,low,Priority
6,25,0.1656901909916263,1,36,medium,SJF
10,3,0.2409834394722252,2,6,low,RR
17,28,0.3615324446289664,1,16,medium,RR
3,11,0.35495113632861675,4,21,medium,RR
5,14,0.488738046568032,1,20,high,SJF
6,24,0.99,6,20,medium,RR
2,1,0.3821393858284068,9,26,low,SJF
15,19,0.2808225107262952,9,49,high,SJF
14,21,0.30495153752647686,7,8,high,Priority
11,17,0.554191734363489,6,21,low,RR
11,3,0.49547916437141576,6,47,high,FCFS
5,14,0.12980894260342563,4,20,low,SJF
4,19,0.9890667576097828,6,31,low,RR
12,4,0.45058305885589783,2,21,medium,SJF
9,13,0.555878341774806,2,46,high,RR
10,13,0.20350969803577967,7,27,high,Priority
13,19,0.7055160622843841,3,49,medium,RR
8,22,0.9694213230846402,7,6,medium,Priority
18,11,0.3623282079672825,1,11,high,RR
16,14,0.587777623158488,5,48,high,RR
17,27,0.12726847056820983,1,13,medium,FCFS
17,12,0.6122202407748185,6,9,high,RR
4,27,0.7221634903751474,8,21,high,Priority
4,23,0.4158822665805284,1,25,high,FCFS
18,11,0.36667483536096707,1,49,medium,RR
8,15,0.7064911905011726,5,8,high,RR
17,12,0.38037812092969636,8,27,medium,Priority
1,3,0.2579711767624697,1,7,high,FCFS
5,19,0.30104622558641475,1,40,low,SJF
4,17,0.23198542053788712,1,26,high,SJF
9,23,0.25888612936524646,5,47,high,RR
9,26,0.33422215537887956,8,15,low,Priority
15,23,0.6318464622841534,1,24,medium,RR
17,22,0.43738311061239626,9,18,low,Priority
13,6,0.8347797009803058,7,42,high,FCFS
1,1,0.8422563533778217,6,36,high,FCFS
16,14,0.7092067299907521,4,14,medium,RR
9,13,0.4882399652823319,2,38,low,RR
19,23,0.7281134913020422,1,38,low,Priority
5,24,0.6303140883857861,7,28,high,Priority
13,29,0.2631770950673591,2,36,low,RR
7,1,0.851162056009904,8,19,medium,Priority
5,1,0.33746609247865744,6,38,medium,RR
1,4,0.3306689504546031,1,37,low,SJF
13,23,0.9641656955868061,7,23,medium,RR
10,12,0.770132942622719,9,6,high,Priority
9,10,0.5890243093034433,8,18,low,Priority
3,2,0.6286815053000668,8,13,low,Priority
2,7,0.33620157550170354,5,23,low,SJF
15,22,0.5537357067793737,5,44,medium,RR
5,9,0.36406341236691925,1,6,high,SJF
14,20,0.9831259854286651,6,22,low,Priority
6,4,0.8373745732866732,3,26,high,FCFS
18,26,0.5520878577865977,8,22,high,Priority
5,13,0.7119942433492805,4,26,medium,RR
14,3,0.6607806326771106,7,37,high,FCFS
12,11,0.9243428888745011,9,42,medium,Priority
2,19,0.9584101526623612,8,19,low,Priority
10,16,0.10592430679276756,4,31,low,RR
11,16,0.6666532189671627,1,23,low,RR
9,9,0.21200244250875658,1,48,low,RR
13,8,0.2987800817836086,1,5,medium,RR
9,23,0.15230661872238013,2,22,low,SJF
19,22,0.2790337953214517,3,30,medium,RR
5,23,0.6830734685964566,2,35,low,RR
15,18,0.8498528230914169,7,21,high,Priority
16,15,0.4000471408451292,7,18,high,Priority
16,25,0.8520407134864291,6,20,low,RR
16,12,0.760027733045613,9,16,low,Priority
12,9,0.7591895971135652,1,26,medium,RR
12,9,0.4894603843828228,2,33,high,RR
4,13,0.6468067186137971,2,7,low,RR
14,3,0.13927688944567235,2,49,low,RR
10,25,0.9692515369289195,9,38,high,Priority
5,29,0.7596998392577875,1,27,medium,RR
4,17,0.3726111333238126,2,35,medium,SJF
11,13,0.8201235715539108,1,21,low,Priority
13,28,0.24264162524562133,7,27,high,Priority
5,5,0.5563928644823657,9,10,low,Priority
19,16,0.7502085235792938,5,19,low,RR
13,13,0.393837467709149,8,47,medium,Priority
4,26,0.93586201068335,1,33,low,RR
13,1,0.14436798480562063,3,7,high,FCFS
4,3,0.5903640494856806,3,33,medium,RR
7,18,0.7626697471289156,1,42,low,RR
10,28,0.8800587891968822,3,7,high,RR
15,1,0.6932892316961045,3,49,medium,RR
16,4,0.33695072274044335,1,9,low,RR
14,27,0.6050336538164118,8,8,high,Priority
19,15,0.1116026099669924,3,35,high,RR
9,21,0.3818247226210372,7,14,high,Priority
5,23,0.2968516085414029,2,49,low,SJF
13,19,0.5811905019995387,3,5,medium,RR
16,28,0.9441710279055346,6,16,low,RR
18,11,0.8201523200599191,6,8,high,RR
8,9,0.809212368827558,6,25,medium,SJF
19,28,0.6194936537565342,8,48,low,Priority
19,18,0.6152671808519203,9,48,low,Priority
2,10,0.6931779096408259,9,16,low,Priority
4,9,0.898141792299206,6,37,medium,RR
14,22,0.9688001623195296,2,10,medium,RR
16,15,0.17449166908210262,7,46,low,Priority
7,17,0.5714359961071013,6,16,high,RR
1,29,0.38495257508177105,3,14,high,Priority
5,7,0.7715514031956264,2,9,low,RR
12,28,0.36207330380577485,7,27,high,Priority
14,22,0.5422154451743582,5,5,high,RR
19,29,0.29163189495628594,4,46,high,RR
9,3,0.234145166028624,6,48,high,FCFS
1,16,0.8003981418042938,5,44,medium,RR
13,15,0.19550277220850862,5,35,medium,RR
18,12,0.8559624943320561,9,42,low,Priority
19,27,0.5361117111710039,9,35,low,Priority
2,1,0.6648207975805401,2,22,medium,RR
7,7,0.7560894810384309,5,39,medium,RR
12,3,0.25275843304159046,9,8,low,Priority
16,20,0.46327258656316916,4,42,low,RR
15,1,0.2753490708260249,6,21,medium,RR
14,9,0.6229411138908124,3,46,medium,RR
15,13,0.6504961116859646,3,20,medium,RR
7,13,0.10705483491980619,9,11,high,Priority
8,19,0.5439170851669898,2,46,high,RR
13,8,0.22904329885515498,7,35,medium,Priority
12,25,0.3806842590563366,2,22,high,RR
9,7,0.6313895346413524,7,45,high,FCFS
17,2,0.880007762988868,2,26,low,RR
6,7,0.7674959681593496,1,29,high,FCFS
13,22,0.7445976118388494,2,41,medium,RR
16,17,0.5578437411449304,7,39,low,RR
3,28,0.8940627052755878,6,13,high,RR
3,10,0.3792226415747852,3,27,low,SJF
12,1,0.9775073087346654,8,20,low,Priority
15,16,0.8736561341897747,6,14,high,RR
15,1,0.697943918492203,1,37,low,RR
13,11,0.6744828047376363,6,36,high,RR
12,22,0.16246572510067503,3,22,high,RR
1,18,0.8788706821094424,8,37,medium,SJF
4,5,0.3930460747538407,8,19,medium,FCFS
1,23,0.1959992339103819,6,19,high,SJF
16,10,0.6841506433644063,9,21,low,Priority
12,13,0.6681165110439405,7,23,low,Priority
2,4,0.2531463292115205,8,42,high,FCFS
6,16,0.6893315113017898,7,34,high,Priority
7,4,0.3863380970614317,4,43,low,RR
12,5,0.12642222787229715,3,30,low,RR
19,21,0.24096624039499706,7,13,low,Priority
9,10,0.343630406976584,6,9,low,RR
3,27,0.49903743005665135,4,14,low,RR
3,29,0.8007578035475442,9,34,medium,Priority
12,11,0.3844073758869644,9,6,medium,Priority
3,16,0.3214926676520794,7,24,low,SJF
18,10,0.4111354203448462,1,31,low,RR
16,20,0.34112773831866305,8,35,high,Priority
2,25,0.6988624096152578,1,17,high,RR
12,22,0.44911449989403773,8,6,medium,Priority
10,12,0.8972706305326297,7,8,medium,Priority
9,20,0.7657011164149962,2,41,low,RR
8,7,0.829777706908495,2,46,low,RR
14,3,0.34512092027322605,6,15,high,FCFS
12,7,0.9581151954032436,2,30,high,FCFS
19,28,0.7633134334354367,5,35,high,RR
1,8,0.723359442379588,6,23,low,RR
12,13,0.7836576226756405,3,10,low,RR
7,23,0.20621023194322047,4,25,low,RR
9,2,0.5239651325578809,1,19,low,RR
2,11,0.4736020438659581,2,26,low,SJF
2,28,0.6273274093491338,9,27,high,Priority
17,28,0.28945025825534026,4,13,high,RR
1,23,0.744670761177471,4,25,low,RR
16,20,0.6313381341674166,6,30,high,RR
3,21,0.44958188787333947,1,47,medium,SJF
12,14,0.4355752544073876,4,32,high,RR
10,19,0.48034853191445714,4,6,medium,RR
18,14,0.2060520799297272,6,47,medium,RR
17,14,0.46450308032270277,3,6,high,RR
9,28,0.8478956929538203,6,30,medium,Priority
11,7,0.6662967216820643,9,36,medium,FCFS
13,27,0.923910169862294,4,38,low,Priority
12,2,0.6076385626061017,5,25,low,RR
4,29,0.953893834276984,6,31,medium,RR
16,10,0.4685694715031468,3,14,medium,RR
17,5,0.11415978206544342,8,28,high,FCFS
19,18,0.8452881576178496,8,36,high,Priority
3,10,0.8649329469099157,6,47,medium,RR
16,27,0.9557486309224933,2,29,high,RR
18,9,0.9318925407208226,7,35,high,Priority
3,29,0.2667850714616578,4,32,medium,SJF
8,19,0.37291539219570524,9,10,low,Priority
8,1,0.752330000685162,5,28,low,RR
15,23,0.3544116157767793,3,32,low,RR
10,24,0.9749393172410473,8,12,low,Priority
10,28,0.21899129797052042,2,41,medium,RR
17,22,0.37380690452474785,8,17,low,Priority
16,11,0.7212448098054056,3,37,medium,RR
5,13,0.46241873573934006,1,5,high,SJF
2,7,0.24537281794263216,4,11,low,SJF
12,17,0.4298672977693632,3,16,low,RR
10,29,0.888636441961969,6,38,high,RR
13,4,0.4170591760798239,3,29,medium,RR
15,22,0.48032091527825926,4,19,low,RR
7,25,0.3802499281712292,5,9,medium,RR
4,22,0.24341252285976894,1,28,medium,SJF
13,22,0.7043064798286942,3,41,low,RR
5,3,0.90852480967622,4,26,medium,FCFS
18,26,0.6658548590495691,1,30,low,RR
8,7,0.6442389217083974,5,35,high,RR
12,16,0.13975905587145315,3,14,high,RR
12,20,0.5301890159243732,9,11,medium,Priority
14,11,0.14203949026480028,9,40,medium,Priority
19,24,0.48587039204498506,9,49,low,Priority
2,13,0.3003043279120665,7,20,high,SJF
7,6,0.6084690636906127,5,14,medium,RR
4,28,0.17529455566728233,5,16,medium,SJF
3,29,0.6796797383526592,2,45,low,RR
7,9,0.3304840503718121,6,9,low,RR
12,22,0.2699418604211962,3,20,high,RR
19,3,0.6511412133421224,2,30,low,RR
18,3,0.45396211261695535,7,6,high,FCFS
12,27,0.19476265209677718,9,28,low,Priority
14,5,0.16296122281887168,3,20,low,RR
4,8,0.5050490155283891,6,8,medium,FCFS
13,10,0.7949310168372561,4,12,high,RR
17,18,0.6380059284921156,7,30,low,Priority
1,15,0.8334490959055101,8,11,medium,Priority
12,21,0.8425432452777487,4,13,medium,RR
17,12,0.8390633784112121,3,47,low,RR
6,26,0.24883144668436546,8,29,medium,SJF
5,21,0.7327658462799931,6,45,low,RR
14,7,0.2040647891316607,1,33,high,FCFS
15,18,0.6102254624136342,2,46,high,RR
3,7,0.47845728549253713,2,17,low,Priority
19,23,0.8584926107036156,6,47,low,RR
12,19,0.9512894367020954,6,28,high,RR
19,4,0.2624500157658644,4,42,high,FCFS
16,5,0.5347272846010426,7,49,low,Priority
14,7,0.8366446267911639,6,11,low,RR
18,23,0.1,1,8,high,RR
12,15,0.7947979356181286,4,12,high,RR
16,9,0.2318640446360984,5,24,medium,RR
15,6,0.22860130505140422,4,44,high,Priority
5,12,0.35721636555002984,1,16,high,FCFS
11,21,0.16312423287783298,8,36,medium,Priority
13,3,0.390225640192278,4,19,medium,RR
13,9,0.5810816798196375,1,18,medium,RR
1,16,0.35009689948488587,8,17,low,SJF
15,25,0.27989163037242426,8,37,low,Priority
13,8,0.3396775428747007,7,17,high,Priority
7,27,0.6321081267530926,3,10,high,RR
1,12,0.34603945893833393,4,49,high,FCFS
1,26,0.674085485681971,6,49,low,RR
9,24,0.925870495054328,5,11,low,RR
9,14,0.9369324419017252,4,44,low,RR
8,21,0.9365161618229155,1,38,low,RR
1,8,0.13158793490912676,3,47,high,FCFS
15,22,0.9258262130592191,6,33,high,RR
6,29,0.21703618853233364,6,28,low,SJF
17,21,0.8932223713979733,8,11,medium,Priority
7,5,0.22572954690490712,9,26,medium,Priority
3,20,0.4193976727014023,3,16,medium,SJF
5,6,0.2062685109581085,8,13,high,FCFS
4,21,0.7205679071449365,8,29,high,Priority
15,21,0.4539367863996758,9,41,low,Priority
10,15,0.2518066104048745,4,25,medium,RR
12,1,0.6219714823861762,5,42,medium,RR
11,8,0.43983701334174835,6,20,high,RR
14,23,0.45124271233455626,1,25,high,RR
14,10,0.7084597417046866,4,31,high,RR
9,21,0.47342372401444294,9,47,high,Priority
7,21,0.9148750553869976,5,8,high,RR
9,28,0.4512777316142185,6,34,high,RR
2,14,0.8661788356542084,5,10,high,RR
18,12,0.40405348708600997,4,32,medium,RR
18,19,0.3831629098623952,4,35,low,RR
17,23,0.8896616091558645,9,45,low,Priority
