avg_burst_time,arrival_rate,cpu_io_ratio,priority_variance,queue_length,throughput_req,best_scheduler
14,26,0.31,4,14,medium,RR
2,29,0.43,8,5,high,SJF
1,4,0.59,5,38,high,FCFS
11,18,0.42,3,17,high,RR
19,17,0.27,4,37,medium,RR
8,24,0.5,3,10,high,RR
16,9,0.56,6,46,medium,RR
10,20,0.68,1,21,medium,RR
14,19,0.4,1,44,low,RR
9,8,0.76,1,23,high,RR
17,1,0.2,6,30,medium,RR
16,22,0.79,3,34,medium,RR
15,15,0.82,4,17,medium,RR
14,2,0.55,3,13,high,FCFS
11,25,0.7,9,24,high,Priority
10,22,0.55,9,9,high,Priority
1,21,0.27,6,43,medium,SJF
5,17,0.67,5,10,high,RR
10,15,0.98,2,35,high,RR
12,16,0.79,2,9,high,RR
3,3,0.84,6,15,high,FCFS
13,21,0.28,4,46,medium,RR
4,18,0.46,4,13,medium,SJF
6,25,0.12,9,42,low,SJF
19,14,0.28,3,41,low,RR
18,14,0.81,9,11,medium,Priority
6,21,0.79,8,38,low,Priority
17,19,0.59,6,24,high,RR
7,18,0.7,2,45,medium,RR
5,11,0.81,5,36,high,RR
19,22,0.95,1,16,low,RR
17,10,0.18,9,22,high,Priority
18,13,0.67,8,20,medium,Priority
18,16,0.99,7,16,medium,Priority
10,5,0.37,3,49,high,FCFS
6,14,0.93,3,22,low,RR
3,20,0.46,4,28,high,SJF
12,19,0.15,4,37,medium,RR
13,26,0.86,2,34,high,RR
16,12,0.24,1,14,medium,RR
19,7,0.38,8,19,low,Priority
10,23,0.81,4,42,low,RR
9,12,0.68,5,41,low,RR
11,23,0.11,8,29,high,Priority
18,19,0.17,2,14,high,RR
18,12,0.34,2,34,medium,RR
18,12,0.53,4,39,high,RR
10,1,0.61,3,40,low,RR
3,8,0.62,7,6,low,Priority
6,28,0.86,4,36,low,RR
10,21,0.69,7,15,low,Priority
2,3,0.83,3,19,high,FCFS
11,28,0.33,9,24,low,Priority
11,19,0.86,5,14,medium,RR
14,2,0.86,2,17,high,FCFS
5,20,0.9,2,42,high,RR
10,22,0.45,6,47,high,RR
17,24,0.92,8,40,medium,Priority
4,6,0.78,5,16,low,RR
8,24,0.13,9,29,low,Priority
6,5,0.16,8,13,high,FCFS
4,25,0.87,8,19,low,Priority
19,7,0.6,3,32,low,RR
10,19,0.38,7,7,medium,Priority
3,18,0.42,4,33,medium,SJF
18,25,0.33,5,33,medium,RR
13,15,0.9,7,35,low,Priority
3,21,0.13,4,5,high,SJF
1,6,0.73,1,43,high,FCFS
13,26,0.75,6,17,medium,RR
12,20,0.16,6,46,high,RR
9,2,0.51,9,48,low,Priority
1,22,0.46,8,37,medium,SJF
13,29,0.58,5,22,high,RR
10,4,0.48,8,9,medium,Priority
17,7,0.18,6,26,high,FCFS
5,15,0.18,9,25,high,SJF
6,2,0.57,5,8,high,FCFS
2,26,0.49,4,38,high,SJF
9,7,0.22,3,17,high,FCFS
14,24,0.65,7,40,low,Priority
8,3,0.6,7,44,low,Priority
13,7,0.81,3,19,high,FCFS
14,8,0.11,3,8,medium,RR
16,20,0.14,7,35,medium,Priority
3,15,0.46,3,32,medium,SJF
18,1,0.56,1,40,high,FCFS
5,12,0.61,8,48,low,Priority
16,13,0.49,4,25,high,RR
12,19,0.68,3,25,high,RR
6,9,0.46,6,5,medium,SJF
2,24,0.76,6,10,high,RR
2,26,0.9,8,36,medium,Priority
6,23,0.2,5,36,low,SJF
2,9,0.41,6,35,high,SJF
9,21,0.24,2,23,high,RR
5,11,0.77,2,49,low,RR
4,16,0.62,3,36,medium,RR
8,6,0.58,1,25,high,FCFS
16,15,0.18,1,28,high,RR
12,10,0.6,4,35,high,RR
16,29,0.26,3,35,low,RR
4,21,0.61,8,28,high,Priority
15,16,0.69,6,13,medium,RR
12,16,0.16,8,5,medium,Priority
15,4,0.76,5,28,high,FCFS
18,20,0.65,5,34,low,RR
18,14,0.11,6,31,low,RR
16,22,0.23,4,22,medium,RR
13,27,0.15,5,44,medium,RR
3,17,0.48,7,10,high,SJF
13,8,0.94,7,36,medium,Priority
17,1,0.2,3,41,high,FCFS
11,22,0.51,3,10,high,RR
5,9,0.25,3,32,high,SJF
13,29,0.38,5,25,high,RR
14,6,0.63,9,21,high,FCFS
7,21,0.12,9,12,low,Priority
19,8,0.37,7,34,high,Priority
4,23,0.29,5,34,high,SJF
15,13,0.18,7,31,low,Priority
3,15,0.32,7,24,medium,SJF
8,26,0.15,4,22,medium,RR
15,20,0.73,6,25,medium,RR
8,21,0.75,7,17,high,Priority
9,9,0.22,9,5,medium,Priority
4,14,0.28,2,44,medium,SJF
19,14,0.15,1,12,high,RR
14,21,0.81,8,35,low,Priority
16,8,0.95,8,45,medium,Priority
3,17,0.69,5,31,low,RR
8,2,0.87,5,45,low,RR
2,2,0.67,3,21,medium,RR
14,14,0.84,1,33,low,RR
1,17,0.55,8,38,high,Priority
18,27,0.46,8,16,medium,Priority
16,12,0.81,3,5,high,RR
3,12,0.23,5,41,low,SJF
10,17,0.96,3,31,high,RR
15,27,0.92,8,34,medium,Priority
10,18,0.12,6,7,high,RR
3,15,0.18,1,30,medium,SJF
16,6,0.16,5,30,low,RR
14,14,0.89,4,22,medium,RR
2,27,0.77,2,26,high,RR
1,24,0.38,9,40,medium,SJF
2,19,0.65,6,27,high,RR
15,26,0.71,4,49,low,RR
7,24,0.48,9,10,high,Priority
4,15,0.63,5,43,medium,RR
9,7,0.85,4,42,medium,RR
9,1,0.47,8,31,high,FCFS
9,11,0.63,5,7,high,RR
10,1,0.94,4,10,medium,RR
8,1,0.62,4,33,low,RR
9,23,0.22,1,29,low,RR
15,2,0.4,6,41,high,FCFS
19,5,0.3,3,21,medium,RR
3,13,0.47,8,7,high,SJF
18,29,0.34,7,43,low,Priority
5,20,0.98,4,24,medium,RR
12,2,0.6,1,43,low,RR
9,28,0.7,1,27,low,RR
10,16,0.86,4,7,low,RR
9,15,0.58,4,49,low,RR
7,28,0.38,1,19,high,RR
14,21,0.61,4,39,medium,RR
10,13,0.94,5,33,high,RR
18,21,0.8,9,16,medium,Priority
19,1,0.2,6,25,low,RR
17,11,0.39,4,26,medium,RR
14,22,0.24,9,43,high,Priority
11,23,0.63,6,33,medium,RR
3,7,0.82,7,41,low,Priority
4,23,0.12,2,5,medium,SJF
8,11,0.85,1,21,medium,RR
6,8,0.8,3,46,medium,RR
7,20,0.76,7,30,low,Priority
4,7,0.82,1,29,low,RR
19,4,0.59,1,43,high,FCFS
7,9,0.82,7,13,high,Priority
5,18,0.4,4,12,high,SJF
9,19,0.21,6,10,high,RR
10,3,0.63,7,19,high,FCFS
14,26,0.56,1,23,high,RR
3,3,0.21,2,18,high,FCFS
7,7,0.74,3,18,high,FCFS
4,27,0.7,5,49,medium,RR
8,15,0.36,4,8,high,RR
18,10,0.22,6,20,high,RR
8,9,0.95,2,31,low,RR
4,27,0.67,3,26,high,RR
3,21,0.85,5,29,high,RR
7,22,0.13,2,36,high,RR
8,1,0.34,4,28,high,FCFS
7,14,0.16,7,22,low,Priority
4,28,0.47,2,12,medium,SJF
16,23,0.23,6,5,medium,RR
12,25,0.66,1,5,medium,RR
8,24,0.89,8,14,high,Priority
7,7,0.57,9,14,high,FCFS
14,13,0.17,2,33,low,RR
18,29,0.95,5,45,high,RR
12,21,0.89,9,49,medium,Priority
6,19,0.72,1,7,low,RR
14,17,0.89,1,21,medium,RR
2,14,0.25,1,7,medium,SJF
8,25,0.17,2,30,high,RR
9,20,0.35,9,42,medium,Priority
12,25,0.19,9,41,low,Priority
12,24,0.93,9,27,high,Priority
19,20,0.26,5,48,high,RR
17,7,0.19,7,19,medium,Priority
2,13,0.95,2,27,low,RR
2,2,0.86,1,32,medium,RR
2,16,0.44,1,6,medium,SJF
5,4,0.25,3,24,medium,SJF
18,21,0.47,5,31,high,RR
10,1,0.19,2,43,high,FCFS
18,21,0.82,2,33,low,RR
13,27,0.78,1,5,medium,RR
19,20,0.82,1,25,medium,RR
15,18,0.15,7,36,low,Priority
4,12,0.86,4,5,low,RR
7,9,0.55,2,10,medium,RR
9,4,0.72,6,47,low,RR
11,19,0.67,9,20,high,Priority
17,18,0.15,1,47,low,RR
16,15,0.96,2,23,high,RR
10,5,0.14,5,30,medium,RR
12,23,0.36,9,24,low,Priority
5,24,0.75,4,34,low,RR
13,17,0.11,3,11,high,RR
3,1,0.88,2,30,low,RR
4,17,0.26,8,27,medium,SJF
4,6,0.2,3,31,low,SJF
4,3,0.19,7,43,medium,SJF
12,16,0.6,7,6,low,Priority
8,25,0.3,4,40,low,RR
16,20,0.68,4,27,high,RR
13,5,0.22,8,11,medium,Priority
7,22,0.14,2,46,medium,RR
14,10,0.57,7,11,low,Priority
1,14,0.18,9,44,medium,SJF
17,6,0.48,9,44,high,FCFS
15,3,0.96,9,12,high,FCFS
16,15,0.88,4,19,medium,RR
13,24,0.57,6,29,low,RR
1,25,0.73,1,36,high,RR
4,24,0.12,2,25,medium,SJF
16,3,0.52,8,48,low,Priority
12,27,0.81,1,38,low,RR
9,12,0.11,4,11,medium,RR
9,23,0.95,4,8,low,RR
10,2,0.63,8,19,high,FCFS
9,17,0.31,3,8,high,RR
7,26,0.72,5,17,low,RR
12,10,0.72,3,23,medium,RR
15,5,0.19,5,15,low,RR
16,26,0.22,5,16,high,RR
2,29,0.71,5,29,medium,RR
4,13,0.88,1,18,high,RR
8,23,0.31,3,29,low,RR
7,13,0.45,5,40,medium,RR
10,13,0.18,6,16,high,RR
1,29,0.86,4,24,high,RR
9,8,0.19,8,26,medium,Priority
16,29,0.12,3,38,high,RR
4,22,0.7,4,33,high,RR
2,12,0.96,5,31,high,RR
1,4,0.9,5,28,high,FCFS
12,16,0.65,5,14,low,RR
17,18,0.39,9,8,high,Priority
11,17,0.87,6,13,low,RR
9,28,0.23,8,35,high,Priority
8,22,0.45,7,10,high,Priority
5,9,0.79,4,43,low,RR
11,29,0.85,2,17,medium,RR
16,7,0.1,8,43,medium,Priority
7,3,0.32,3,44,low,RR
9,15,0.9,4,9,high,RR
19,13,0.95,6,19,medium,RR
18,16,0.29,9,27,high,Priority
13,26,0.91,6,44,high,RR
18,16,0.86,6,7,medium,RR
2,11,0.72,2,35,low,RR
1,12,0.58,6,31,high,RR
2,7,0.65,5,43,high,FCFS
11,14,0.75,4,21,high,RR
10,21,0.2,8,22,high,Priority
7,10,0.75,7,15,low,Priority
4,26,0.12,6,30,medium,SJF
5,3,0.62,9,22,high,FCFS
12,3,0.97,6,11,low,RR
6,18,0.16,6,43,high,SJF
9,3,0.92,4,28,medium,RR
18,8,0.12,8,46,low,Priority
7,17,0.15,2,28,medium,RR
3,29,0.15,1,25,low,SJF
10,21,0.59,9,42,medium,Priority
19,21,0.39,3,22,low,RR
19,5,0.26,1,40,medium,RR
18,28,0.13,8,6,high,Priority
15,28,0.36,1,25,medium,RR
1,20,0.79,4,43,medium,RR
7,22,0.99,8,12,high,Priority
10,14,0.85,4,15,medium,RR
1,19,0.4,2,39,medium,SJF
11,5,0.62,8,38,medium,Priority
4,25,0.34,8,37,high,SJF
6,11,0.3,1,38,high,SJF
9,5,0.62,2,25,low,RR
1,3,0.68,1,12,low,RR
9,6,0.48,5,11,high,FCFS
15,7,0.81,8,13,high,FCFS
2,7,0.8,6,14,medium,RR
18,1,0.94,4,17,medium,RR
5,20,0.59,6,42,high,RR
16,9,0.69,3,30,high,RR
1,8,0.59,5,26,high,RR
5,17,0.83,1,33,high,RR
1,23,0.55,7,9,high,Priority
6,17,0.15,4,12,low,SJF
5,13,0.7,8,44,low,Priority
13,29,0.69,5,44,low,RR
13,9,0.62,3,35,high,RR
3,19,0.98,9,14,low,Priority
14,18,0.1,1,34,low,RR
6,15,0.17,2,5,medium,SJF
3,17,0.53,8,44,low,Priority
9,12,0.3,3,40,low,RR
11,28,0.64,6,21,medium,RR
8,4,0.19,4,20,medium,RR
16,25,0.22,8,10,low,Priority
7,1,0.11,9,7,low,Priority
1,7,0.43,1,26,medium,SJF
14,4,0.57,9,16,low,Priority
15,10,0.49,4,33,low,RR
1,10,0.42,2,12,medium,SJF
9,21,0.96,6,18,low,RR
7,24,0.65,8,27,high,Priority
2,15,0.75,4,32,high,RR
12,4,0.63,6,34,medium,RR
14,3,0.89,5,36,medium,RR
10,3,0.97,1,31,medium,RR
19,19,0.95,5,28,high,RR
16,15,0.36,6,48,medium,RR
9,4,0.7,8,26,medium,Priority
7,22,0.86,5,20,high,RR
5,3,0.46,5,27,high,FCFS
18,25,0.96,5,6,medium,RR
8,23,0.28,4,34,high,RR
18,21,0.14,1,22,medium,RR
12,1,0.4,1,43,medium,RR
7,19,0.23,9,28,low,Priority
19,1,0.69,2,37,high,FCFS
5,9,0.15,2,15,low,SJF
19,22,0.59,2,11,high,RR
2,19,0.53,9,12,medium,Priority
11,9,0.32,4,13,high,RR
2,24,0.82,9,49,high,Priority
8,27,0.14,3,25,low,RR
16,16,0.93,4,39,medium,RR
1,21,0.9,7,38,medium,Priority
15,6,0.59,8,32,low,Priority
1,28,0.88,8,5,medium,Priority
19,11,0.21,9,11,low,Priority
12,15,0.76,5,18,medium,RR
16,29,0.57,7,5,high,Priority
18,18,0.99,3,46,low,RR
19,11,0.21,4,16,high,RR
15,12,0.29,2,47,medium,RR
16,1,0.8,9,33,low,Priority
5,25,0.69,6,37,medium,RR
5,28,0.63,8,28,high,Priority
18,21,0.89,9,40,high,Priority
15,12,0.4,2,10,low,RR
2,12,0.65,7,17,low,Priority
16,9,0.11,1,16,low,RR
18,20,0.88,6,26,low,RR
18,27,0.23,1,19,medium,RR
18,14,0.36,5,35,medium,RR
3,22,0.48,6,5,high,SJF
7,4,0.77,7,29,medium,Priority
18,9,0.71,4,5,low,RR
15,22,0.34,2,43,medium,RR
18,16,0.11,4,20,high,RR
2,3,0.85,5,6,high,FCFS
2,2,0.22,7,24,medium,SJF
14,28,0.56,7,16,low,Priority
2,22,0.93,6,49,medium,RR
19,10,0.39,5,43,high,RR
14,23,0.52,2,25,high,RR
4,1,0.15,3,9,high,FCFS
13,18,0.84,7,34,low,Priority
15,23,0.39,5,45,low,RR
10,27,0.38,4,25,low,RR
8,13,0.33,4,49,high,RR
5,22,0.94,6,34,medium,RR
5,13,0.64,9,17,high,Priority
8,28,0.22,3,24,high,RR
10,11,0.62,3,38,medium,RR
1,3,0.8,4,34,medium,RR
5,17,0.62,9,12,high,Priority
9,11,0.13,8,23,medium,Priority
19,5,0.18,4,7,high,FCFS
5,8,0.71,3,28,low,RR
11,29,0.88,2,22,low,RR
7,16,0.52,7,37,high,Priority
3,6,0.44,4,46,low,SJF
8,19,0.64,1,24,medium,RR
11,3,0.13,8,26,low,Priority
10,17,0.68,6,5,low,RR
7,24,0.66,6,30,low,RR
3,4,0.38,6,13,medium,SJF
1,5,0.61,6,23,medium,RR
11,13,0.35,5,34,medium,RR
7,21,0.76,2,8,low,RR
14,17,0.31,5,28,medium,RR
18,13,0.72,8,30,low,Priority
1,20,0.36,3,16,high,SJF
13,10,0.32,2,7,medium,RR
7,8,0.49,6,24,medium,RR
11,17,0.24,8,21,high,Priority
2,6,0.44,4,6,high,FCFS
6,24,0.78,5,39,high,RR
7,15,0.29,1,8,medium,RR
14,15,0.48,3,26,medium,RR
6,28,0.82,2,40,low,RR
15,13,0.84,3,23,low,RR
16,11,0.77,1,14,medium,RR
18,3,0.88,2,7,high,FCFS
14,6,0.38,7,14,high,FCFS
10,22,0.2,3,33,low,RR
12,15,0.17,9,45,low,Priority
4,12,0.91,9,35,high,Priority
3,26,0.84,2,28,high,RR
3,23,0.66,2,45,high,RR
2,28,0.61,8,25,high,Priority
5,11,0.11,7,10,medium,SJF
1,26,0.43,8,44,medium,SJF
7,6,0.12,9,37,high,FCFS
5,5,0.81,5,18,medium,RR
8,2,0.39,4,41,low,RR
5,21,0.49,4,28,high,SJF
12,20,0.93,1,38,high,RR
7,17,0.64,6,42,medium,RR
11,29,0.47,6,46,low,RR
15,21,0.22,4,25,low,RR
1,15,0.72,3,38,medium,RR
13,17,0.24,6,9,high,RR
1,13,0.95,1,17,high,RR
7,20,0.49,9,37,low,Priority
13,14,0.15,8,27,high,Priority
6,27,0.53,6,44,low,RR
18,23,0.37,1,41,high,RR
4,23,0.81,4,10,high,RR
10,22,0.65,1,24,low,RR
15,12,0.38,6,10,high,RR
12,13,0.17,4,7,high,RR
14,18,0.95,1,19,high,RR
9,4,0.23,8,5,high,FCFS
18,12,0.56,1,11,low,RR
3,11,0.4,6,19,high,SJF
11,27,0.68,2,26,low,RR
19,27,0.56,4,12,low,RR
11,21,0.62,7,31,medium,Priority
9,25,0.43,5,5,low,RR
15,2,0.28,4,12,medium,RR
14,25,0.81,9,6,low,Priority
10,9,0.38,8,23,low,Priority
11,17,0.56,7,32,medium,Priority
16,28,0.48,4,5,high,RR
15,20,0.11,5,19,high,RR
14,15,0.23,9,48,high,Priority
5,25,0.61,9,30,medium,Priority
16,12,0.36,9,30,high,Priority
19,11,0.15,6,9,medium,RR
2,23,0.65,3,28,high,RR
17,25,0.88,7,35,medium,Priority
5,22,0.16,8,42,low,SJF
15,12,0.12,6,48,high,RR
12,9,0.84,2,49,low,RR
8,27,0.64,6,42,low,RR
12,12,0.49,7,30,high,Priority
17,10,0.61,6,45,high,RR
16,21,0.12,5,22,medium,RR
2,23,0.62,3,43,high,RR
17,1,0.2,5,49,medium,RR
1,21,0.13,3,34,high,SJF
2,19,0.56,6,44,medium,RR
15,6,0.42,2,19,high,FCFS
10,14,0.56,3,37,low,RR
2,19,0.72,4,40,low,RR
9,7,0.65,3,24,medium,RR
16,3,0.96,8,13,high,FCFS
3,4,0.47,5,45,low,SJF
14,19,0.95,6,24,low,RR
10,18,0.95,4,22,high,RR
12,18,0.28,2,27,low,RR
10,21,0.42,6,43,low,RR
9,7,0.7,5,22,high,FCFS
1,4,0.48,4,13,medium,SJF
8,8,0.48,1,19,low,RR
18,6,0.97,5,30,low,RR
8,27,0.39,6,30,high,RR
12,12,0.34,7,40,low,Priority
9,22,0.81,4,28,low,RR
18,15,0.64,8,33,low,Priority
17,24,0.87,8,40,low,Priority
15,2,0.34,3,34,high,FCFS
12,26,0.25,3,33,medium,RR
6,17,0.34,4,17,high,SJF
3,13,0.21,2,45,low,SJF
8,16,0.39,3,49,medium,RR
2,20,0.28,1,36,low,SJF
10,1,0.44,3,11,low,RR
13,17,0.3,3,28,low,RR
16,10,0.56,9,18,medium,Priority
8,23,0.28,7,46,high,Priority
2,15,0.59,1,43,medium,RR
15,18,0.45,7,25,medium,Priority
8,2,0.47,1,8,medium,RR
13,19,0.89,8,43,low,Priority
1,6,0.44,4,38,medium,SJF
16,17,0.92,3,8,low,RR
17,6,0.31,2,31,medium,RR
6,24,0.33,4,44,high,SJF
19,26,0.58,2,32,medium,RR
13,18,0.57,3,28,low,RR
5,3,0.47,5,48,medium,SJF
6,22,0.61,8,30,low,Priority
5,29,0.16,1,7,medium,SJF
14,15,0.48,9,42,high,Priority
12,29,0.6,9,20,high,Priority
2,17,0.41,5,21,high,SJF
17,20,0.59,1,11,medium,RR
15,7,0.58,6,34,high,FCFS
14,13,0.18,9,13,low,Priority
16,12,0.17,2,38,high,RR
9,19,0.94,1,20,low,RR
8,10,0.8,9,32,high,Priority
1,4,0.61,2,27,medium,RR
2,10,0.84,9,31,medium,Priority
2,8,0.68,1,33,medium,RR
12,17,0.31,3,21,medium,RR
8,5,0.7,6,20,low,RR
7,20,0.38,7,36,high,Priority
15,18,0.29,7,42,medium,Priority
9,8,0.47,3,12,medium,RR
4,6,0.95,3,47,low,RR
10,12,0.98,2,28,low,RR
15,24,0.47,3,27,high,RR
10,18,0.71,6,17,low,RR
5,20,0.6,8,17,high,Priority
19,1,0.31,2,44,high,FCFS
14,26,0.68,8,20,medium,Priority
10,25,0.68,6,26,low,RR
16,15,0.33,4,8,medium,RR
2,29,0.93,4,25,low,RR
16,21,0.67,8,6,low,Priority
13,18,0.6,9,46,low,Priority
11,25,0.93,4,46,high,RR
6,3,0.32,3,44,medium,SJF
8,15,0.7,3,44,medium,RR
17,1,0.47,8,33,low,Priority
10,6,0.42,9,42,low,Priority
9,8,0.98,8,7,low,Priority
19,2,0.28,4,22,medium,RR
2,13,0.93,5,21,high,RR
15,25,0.7,5,11,medium,RR
11,18,0.33,5,49,medium,RR
2,20,0.38,8,42,medium,SJF
8,16,0.52,4,6,high,RR
9,18,0.86,9,21,high,Priority
2,6,0.66,5,38,medium,RR
10,10,0.48,1,17,medium,RR
2,2,0.43,7,42,low,SJF
12,13,0.74,9,14,low,Priority
18,8,0.14,4,40,high,RR
1,26,0.6,2,21,high,RR
6,12,0.42,5,30,medium,SJF
4,5,0.72,5,10,low,RR
2,25,0.17,5,30,low,SJF
19,21,0.93,5,6,high,RR
4,27,0.87,5,14,low,RR
12,2,0.28,9,14,medium,Priority
8,25,0.9,8,25,low,Priority
14,1,0.45,8,26,medium,Priority
9,13,0.44,5,31,low,RR
6,8,0.89,5,22,medium,RR
15,10,0.81,7,32,high,Priority
11,13,0.47,7,10,high,Priority
11,8,0.98,8,12,high,Priority
3,5,0.16,5,28,low,SJF
18,2,0.5,4,29,medium,RR
14,11,0.63,9,43,medium,Priority
1,29,0.27,4,22,medium,SJF
2,3,0.81,3,10,medium,RR
3,16,0.2,3,23,low,SJF
7,14,0.25,9,11,low,Priority
4,25,0.46,6,22,low,SJF
15,3,0.3,7,45,high,FCFS
4,2,0.59,2,38,medium,RR
7,12,0.28,4,23,high,RR
13,20,0.75,9,35,high,Priority
2,8,0.93,4,35,high,RR
10,6,0.94,9,43,high,FCFS
4,19,0.15,3,16,medium,SJF
13,25,0.46,5,43,medium,RR
5,17,0.43,5,26,high,SJF
18,26,0.52,2,20,medium,RR
19,1,0.69,4,41,high,FCFS
1,19,0.9,2,41,low,RR
18,1,0.29,9,31,high,FCFS
5,28,0.78,8,14,low,Priority
14,22,0.38,7,11,low,Priority
18,7,0.51,4,42,high,FCFS
12,26,0.74,7,31,high,Priority
11,16,0.58,8,7,medium,Priority
6,16,0.67,2,24,medium,RR
14,18,0.42,4,38,low,RR
9,16,0.11,7,42,high,Priority
12,23,0.24,4,10,high,RR
3,4,0.42,3,33,medium,SJF
1,8,0.2,6,21,high,SJF
1,15,0.89,5,7,medium,RR
2,3,0.48,8,49,high,FCFS
18,21,0.99,1,24,low,RR
7,9,0.23,4,26,medium,RR
7,7,0.46,8,28,high,FCFS
8,22,0.6,6,25,high,RR
16,15,0.69,4,20,medium,RR
11,26,0.3,6,19,high,RR
2,28,0.65,2,48,high,RR
2,17,0.71,5,14,low,RR
13,16,0.63,4,33,low,RR
16,23,0.16,7,49,medium,Priority
10,10,0.56,2,30,high,RR
9,29,0.76,5,18,high,RR
7,9,0.18,1,48,medium,RR
14,26,0.43,9,30,medium,Priority
11,17,0.86,3,43,medium,RR
13,5,0.35,8,28,low,Priority
16,15,0.53,9,5,low,Priority
15,14,0.61,2,35,medium,RR
17,5,0.3,4,47,low,RR
1,11,0.54,7,44,high,Priority
2,15,0.32,9,44,medium,SJF
16,27,0.23,4,34,low,RR
9,1,0.3,8,22,high,FCFS
18,26,0.23,5,49,medium,RR
4,4,0.55,5,20,medium,RR
14,14,0.19,9,39,low,Priority
14,10,0.27,4,15,high,RR
15,24,0.88,2,27,low,RR
5,13,0.68,7,46,medium,Priority
12,13,0.75,2,38,medium,RR
19,6,0.31,2,46,high,FCFS
18,28,0.83,7,19,low,Priority
1,23,0.93,2,21,low,RR
10,6,0.87,8,44,medium,Priority
5,12,0.27,1,8,medium,SJF
10,3,0.81,2,17,low,RR
8,20,0.8,2,39,high,RR
6,10,0.33,2,43,low,SJF
17,23,0.8,1,25,high,RR
17,10,0.85,9,24,low,Priority
2,23,0.88,2,18,medium,RR
2,2,0.9,9,19,medium,Priority
9,26,0.89,5,47,medium,RR
10,28,0.82,3,6,high,RR
9,16,0.38,4,14,high,RR
13,18,0.21,4,13,low,RR
16,28,0.29,8,6,high,Priority
14,3,0.13,7,40,medium,Priority
1,23,0.71,1,5,medium,RR
16,27,0.84,3,28,low,RR
3,28,0.97,1,36,high,RR
19,7,0.22,8,25,high,FCFS
15,7,0.8,9,25,high,FCFS
9,1,0.29,8,39,medium,Priority
4,27,0.82,5,33,medium,RR
8,13,0.55,6,44,high,RR
13,1,0.68,5,5,high,FCFS
11,8,0.95,3,48,medium,RR
8,5,0.73,1,42,low,RR
10,20,0.71,1,31,low,RR
16,4,0.59,1,7,high,FCFS
11,16,0.34,2,45,low,RR
18,5,0.74,8,7,medium,Priority
19,8,0.14,1,31,medium,RR
13,23,0.14,1,39,low,RR
5,6,0.82,5,25,low,RR
16,16,0.19,2,19,medium,RR
10,6,0.26,5,48,high,FCFS
6,14,0.42,9,43,medium,SJF
6,9,0.65,3,44,high,RR
4,16,0.92,5,31,medium,RR
11,1,0.29,5,22,medium,RR
13,7,0.48,7,20,high,FCFS
19,27,0.96,5,33,low,RR
9,19,0.46,5,29,medium,RR
11,1,0.8,8,16,low,Priority
10,4,0.68,6,31,low,RR
5,18,0.28,6,38,high,SJF
4,18,0.8,6,37,low,RR
11,14,0.28,3,28,low,RR
16,8,0.35,2,27,low,RR
7,19,0.85,8,18,low,Priority
13,3,0.13,6,19,low,RR
3,4,0.91,9,14,medium,Priority
3,27,0.63,8,37,medium,Priority
13,25,0.81,2,25,low,RR
15,10,0.33,6,45,medium,RR
15,9,0.61,7,35,medium,Priority
2,14,0.61,5,23,high,RR
6,28,0.54,7,34,high,Priority
1,10,0.47,9,23,medium,SJF
16,1,0.78,5,46,medium,RR
5,1,0.12,9,13,medium,SJF
3,15,0.93,6,24,low,RR
5,15,0.68,5,49,low,RR
1,7,0.3,5,19,low,SJF
17,24,0.98,6,23,high,RR
8,13,0.88,8,15,low,Priority
1,22,0.57,5,48,high,RR
2,15,0.93,2,21,high,RR
9,3,0.44,2,24,medium,RR
8,1,0.81,3,34,medium,RR
10,12,0.5,4,49,low,RR
1,5,0.95,8,21,medium,Priority
7,16,0.21,3,15,low,RR
8,1,0.49,2,18,low,RR
16,2,0.36,3,8,medium,RR
5,18,0.32,3,18,low,SJF
11,28,0.48,8,42,low,Priority
19,13,0.41,6,6,low,RR
11,16,0.5,4,27,high,RR
17,15,0.68,4,26,low,RR
17,14,0.49,8,38,medium,Priority
13,22,0.38,6,28,high,RR
6,4,0.73,5,31,low,RR
11,6,0.67,3,47,low,RR
15,26,0.51,8,35,high,Priority
19,24,0.19,7,8,medium,Priority
9,19,0.84,2,46,high,RR
19,17,0.2,8,25,medium,Priority
19,17,0.9,2,5,high,RR
10,5,0.25,5,16,high,FCFS
6,19,0.97,9,34,low,Priority
7,25,0.99,4,47,medium,RR
10,7,0.49,3,28,high,FCFS
4,13,0.87,7,30,medium,Priority
4,11,0.73,3,16,low,RR
4,14,0.31,8,19,high,SJF
17,12,0.78,7,30,medium,Priority
12,18,0.51,3,17,low,RR
18,11,0.14,9,48,high,Priority
14,15,0.21,3,23,low,RR
11,29,0.59,1,39,medium,RR
7,25,0.63,2,45,medium,RR
6,24,0.19,9,35,high,SJF
5,2,0.41,9,23,medium,SJF
4,10,0.85,6,49,high,RR
7,4,0.89,6,13,high,FCFS
8,7,0.49,3,11,medium,RR
12,26,0.89,9,33,high,Priority
15,8,0.36,6,14,medium,RR
13,25,0.48,7,15,medium,Priority
4,17,0.75,7,47,high,Priority
13,19,0.5,9,26,low,Priority
12,7,0.72,4,18,high,FCFS
15,11,0.81,9,21,high,Priority
7,1,0.22,8,38,medium,Priority
15,17,0.97,9,48,high,Priority
3,23,0.11,7,27,medium,SJF
1,14,0.16,1,9,high,SJF
17,18,0.73,3,26,medium,RR
16,2,0.52,8,47,medium,Priority
